activity_or_event,administrative_voter_drive_activity_indicator,amendment_indicator,back_reference_schedule_name,back_reference_transaction_id,committee,committee_id,direct_candidate_support_activity_indicator,disbursement_amount,disbursement_purpose,entity_type,event_amount_year_to_date,event_purpose_date,exempt_activity_indicator,fed_share,file_number,filing,fundraising_activity_indicator,general_voter_drive_activity_indicator,image_number,load_timestamp,memo_code,memo_text,nonfed_share,payee_city,payee_name,payee_state,payee_zip,pdf_url,public_comm_indicator,related_line_number,report_type,transaction_id
Administrative,X,A,,,"{'affiliated_committee_name': 'NRSC VICTORY', 'candidate_ids': [], 'city': 'HOOVER', 'committee_id': 'C00044776', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2024, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1976-03-01', 'first_file_date': '1976-03-01', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-08', 'last_file_date': '2024-09-05', 'name': 'ALABAMA REPUBLICAN PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'AL', 'state_full': 'Alabama', 'street_1': '3505 LORNA ROAD', 'street_2': None, 'treasurer_name': 'BRYANT, SALLIE MRS.', 'zip': '35216'}",C00044776,,11.99,SUBSCRIPTIONS,ORG,210028.08,2024-08-19,,3.36,1814066,"{'amended_by': None, 'amendment_chain': [1814066], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409059675356331', 'committee_id': 'C00044776', 'committee_name': 'ALABAMA REPUBLICAN PARTY', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/066/1814066.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409059675356406', 'fec_file_id': 'FEC-1814066', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814066.fec', 'file_number': 1814066, 'filed_date': '2024-09-05', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00044776/1814066/', 'is_amended': False, 'load_timestamp': '2024-09-05T14:18:17', 'most_recent': True, 'most_recent_filing': 1814066, 'pdf_url': 'https://docquery.fec.gov/pdf/331/202409059675356331/202409059675356331.pdf', 'receipt_date': '2024-09-05T14:18:12'}",,,202409059675356397,2024-09-05T14:18:33,,,8.63,SAN FRANCISCO,DROPBOX,CA,94107,https://docquery.fec.gov/cgi-bin/fecimg/?202409059675356397,,179,F3XN,H4.24971
Administrative,X,A,,,"{'affiliated_committee_name': 'NRSC VICTORY', 'candidate_ids': [], 'city': 'HOOVER', 'committee_id': 'C00044776', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2024, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1976-03-01', 'first_file_date': '1976-03-01', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-08', 'last_file_date': '2024-09-05', 'name': 'ALABAMA REPUBLICAN PARTY', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'AL', 'state_full': 'Alabama', 'street_1': '3505 LORNA ROAD', 'street_2': None, 'treasurer_name': 'BRYANT, SALLIE MRS.', 'zip': '35216'}",C00044776,,13.0,TRAVEL: INTERNET,ORG,210016.09,2024-08-19,,3.64,1814066,"{'amended_by': None, 'amendment_chain': [1814066], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409059675356331', 'committee_id': 'C00044776', 'committee_name': 'ALABAMA REPUBLICAN PARTY', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/066/1814066.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409059675356406', 'fec_file_id': 'FEC-1814066', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814066.fec', 'file_number': 1814066, 'filed_date': '2024-09-05', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00044776/1814066/', 'is_amended': False, 'load_timestamp': '2024-09-05T14:18:17', 'most_recent': True, 'most_recent_filing': 1814066, 'pdf_url': 'https://docquery.fec.gov/pdf/331/202409059675356331/202409059675356331.pdf', 'receipt_date': '2024-09-05T14:18:12'}",,,202409059675356397,2024-09-05T14:18:33,,,9.36,HAPEVILLE,DELTA AIRLINES,GA,30354,https://docquery.fec.gov/cgi-bin/fecimg/?202409059675356397,,178,F3XN,H4.24970
Admin 2023-2024,X,A,,,"{'affiliated_committee_name': 'CALIFORNIA REPUBLICAN PARTY (FEDERAL)', 'candidate_ids': [], 'city': 'SAN LEANDRO', 'committee_id': 'C00404020', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2024, 'cycles': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2004-07-26', 'first_file_date': '2004-07-26', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-07-07', 'last_file_date': '2024-09-04', 'name': 'ALAMEDA COUNTY REPUBLICAN PARTY (FED)', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '1039 MACARTHUR BOULEVARD', 'street_2': None, 'treasurer_name': 'JAIN, UTKARSH', 'zip': '945773005'}",C00404020,,50.59,Utilities,ORG,12213.26,2024-08-19,,18.21,1813855,"{'amended_by': None, 'amendment_chain': [1813855], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409049675346363', 'committee_id': 'C00404020', 'committee_name': 'ALAMEDA COUNTY REPUBLICAN PARTY (FED)', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/855/1813855.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409049675346376', 'fec_file_id': 'FEC-1813855', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1813855.fec', 'file_number': 1813855, 'filed_date': '2024-09-04', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00404020/1813855/', 'is_amended': False, 'load_timestamp': '2024-09-04T11:36:44', 'most_recent': True, 'most_recent_filing': 1813855, 'pdf_url': 'https://docquery.fec.gov/pdf/363/202409049675346363/202409049675346363.pdf', 'receipt_date': '2024-09-04T11:36:38'}",,,202409049675346375,2024-09-04T11:36:44,,,32.38,Hayward,PG&E (648-0),CA,945452218,https://docquery.fec.gov/cgi-bin/fecimg/?202409049675346375,,19,F3XN,H4-10945
Admin 2023-2024,X,A,,,"{'affiliated_committee_name': 'CALIFORNIA REPUBLICAN PARTY (FEDERAL)', 'candidate_ids': [], 'city': 'SAN LEANDRO', 'committee_id': 'C00404020', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2024, 'cycles': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2004-07-26', 'first_file_date': '2004-07-26', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-07-07', 'last_file_date': '2024-09-04', 'name': 'ALAMEDA COUNTY REPUBLICAN PARTY (FED)', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '1039 MACARTHUR BOULEVARD', 'street_2': None, 'treasurer_name': 'JAIN, UTKARSH', 'zip': '945773005'}",C00404020,,38.92,Utilities,ORG,12213.26,2024-08-19,,14.01,1813855,"{'amended_by': None, 'amendment_chain': [1813855], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409049675346363', 'committee_id': 'C00404020', 'committee_name': 'ALAMEDA COUNTY REPUBLICAN PARTY (FED)', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/855/1813855.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409049675346376', 'fec_file_id': 'FEC-1813855', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1813855.fec', 'file_number': 1813855, 'filed_date': '2024-09-04', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00404020/1813855/', 'is_amended': False, 'load_timestamp': '2024-09-04T11:36:44', 'most_recent': True, 'most_recent_filing': 1813855, 'pdf_url': 'https://docquery.fec.gov/pdf/363/202409049675346363/202409049675346363.pdf', 'receipt_date': '2024-09-04T11:36:38'}",,,202409049675346374,2024-09-04T11:36:44,,,24.91,Hayward,PG&E (648-0),CA,945452218,https://docquery.fec.gov/cgi-bin/fecimg/?202409049675346374,,18,F3XN,H4-10944
Admin 2023-2024,X,A,,,"{'affiliated_committee_name': 'CALIFORNIA REPUBLICAN PARTY (FED)', 'candidate_ids': [], 'city': 'SALINAS', 'committee_id': 'C00389981', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2024, 'cycles': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2003-09-02', 'first_file_date': '2003-09-02', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-24', 'last_file_date': '2024-09-09', 'name': 'MONTEREY COUNTY REPUBLICAN CENTRAL COMMITTEE (FED.)', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '414 MAIN STREET', 'street_2': None, 'treasurer_name': 'WILTSCHKO, WILLIAM', 'zip': '93901'}",C00389981,,2392.0,Rent,ORG,24151.75,2024-08-19,,861.12,1814542,"{'amended_by': None, 'amendment_chain': [1814542], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409099675395201', 'committee_id': 'C00389981', 'committee_name': 'MONTEREY COUNTY REPUBLICAN CENTRAL COMMITTEE (FED.)', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/542/1814542.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409099675395237', 'fec_file_id': 'FEC-1814542', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814542.fec', 'file_number': 1814542, 'filed_date': '2024-09-09', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00389981/1814542/', 'is_amended': False, 'load_timestamp': '2024-09-09T15:48:50', 'most_recent': True, 'most_recent_filing': 1814542, 'pdf_url': 'https://docquery.fec.gov/pdf/201/202409099675395201/202409099675395201.pdf', 'receipt_date': '2024-09-09T15:48:47'}",,,202409099675395235,2024-09-09T15:49:00,,,1530.88,Salinas,"400 Main, Ltd.",CA,93901,https://docquery.fec.gov/cgi-bin/fecimg/?202409099675395235,,85,F3XN,H4-24774
2024 ADMIN,X,A,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'SAN DIEGO', 'committee_id': 'C00252551', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2024, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1991-07-01', 'first_file_date': '1991-07-01', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-05-07', 'last_file_date': '2024-09-10', 'name': 'REPUBLICAN PARTY OF SAN DIEGO COUNTY', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '3435 CAMINO DEL RIO SOUTH STE 114', 'street_2': None, 'treasurer_name': 'SPILLANE, ELIZABETH', 'zip': '92108'}",C00252551,,399.99,BLAST EMAILS,ORG,177222.38,2024-08-19,,144.0,1815524,"{'amended_by': None, 'amendment_chain': [1815524], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409149675461588', 'committee_id': 'C00252551', 'committee_name': 'REPUBLICAN PARTY OF SAN DIEGO COUNTY', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/524/1815524.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409149675461669', 'fec_file_id': 'FEC-1815524', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815524.fec', 'file_number': 1815524, 'filed_date': '2024-09-14', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00252551/1815524/', 'is_amended': False, 'load_timestamp': '2024-09-14T01:23:01', 'most_recent': True, 'most_recent_filing': 1815524, 'pdf_url': 'https://docquery.fec.gov/pdf/588/202409149675461588/202409149675461588.pdf', 'receipt_date': '2024-09-14T01:22:56'}",,,202409149675461659,2024-09-14T01:23:03,,,255.99,TEMECULA,PROAMERICA CAPITAL LLC,CA,92591,https://docquery.fec.gov/cgi-bin/fecimg/?202409149675461659,,194,F3XN,H4-270536
ADMINISTRATIVE,X,A,,,"{'affiliated_committee_name': 'TRUMP 47 COMMITTEE', 'candidate_ids': [], 'city': 'MIDDLETOWN', 'committee_id': 'C00023838', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2024, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1976-01-22', 'first_file_date': '1976-01-22', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-23', 'last_file_date': '2024-09-12', 'name': 'CONNECTICUT REPUBLICAN STATE CENTRAL COMMITTEE, INC.', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CT', 'state_full': 'Connecticut', 'street_1': '98 WASHINGTON ST', 'street_2': 'STE 203', 'treasurer_name': 'SPADACCINI, LOUIS', 'zip': '064572803'}",C00023838,,3402.5,COMPLIANCE SERVICES,ORG,221997.51,2024-08-19,,1224.9,1815512,"{'amended_by': None, 'amendment_chain': [1815512], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409139675460620', 'committee_id': 'C00023838', 'committee_name': 'CONNECTICUT REPUBLICAN STATE CENTRAL COMMITTEE, INC.', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/512/1815512.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409139675461257', 'fec_file_id': 'FEC-1815512', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815512.fec', 'file_number': 1815512, 'filed_date': '2024-09-13', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00023838/1815512/', 'is_amended': False, 'load_timestamp': '2024-09-13T20:27:24', 'most_recent': True, 'most_recent_filing': 1815512, 'pdf_url': 'https://docquery.fec.gov/pdf/620/202409139675460620/202409139675460620.pdf', 'receipt_date': '2024-09-13T20:27:15'}",,,202409139675461253,2024-09-13T20:27:44,,,2177.60,WASHINGTON,"ARISTOTLE INTERNATIONAL, INC.",DC,20003,https://docquery.fec.gov/cgi-bin/fecimg/?202409139675461253,,1869,F3XN,H4F0915A7A52B480FBA5
Admin 2023-2024,X,A,,,"{'affiliated_committee_name': 'CALIFORNIA REPUBLICAN PARTY (FED)', 'candidate_ids': [], 'city': 'SALINAS', 'committee_id': 'C00389981', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2024, 'cycles': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2003-09-02', 'first_file_date': '2003-09-02', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-24', 'last_file_date': '2024-09-09', 'name': 'MONTEREY COUNTY REPUBLICAN CENTRAL COMMITTEE (FED.)', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '414 MAIN STREET', 'street_2': None, 'treasurer_name': 'WILTSCHKO, WILLIAM', 'zip': '93901'}",C00389981,,50.0,Web Hosting,ORG,21759.75,2024-08-16,,18.0,1814542,"{'amended_by': None, 'amendment_chain': [1814542], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409099675395201', 'committee_id': 'C00389981', 'committee_name': 'MONTEREY COUNTY REPUBLICAN CENTRAL COMMITTEE (FED.)', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/542/1814542.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409099675395237', 'fec_file_id': 'FEC-1814542', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814542.fec', 'file_number': 1814542, 'filed_date': '2024-09-09', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00389981/1814542/', 'is_amended': False, 'load_timestamp': '2024-09-09T15:48:50', 'most_recent': True, 'most_recent_filing': 1814542, 'pdf_url': 'https://docquery.fec.gov/pdf/201/202409099675395201/202409099675395201.pdf', 'receipt_date': '2024-09-09T15:48:47'}",,,202409099675395235,2024-09-09T15:49:00,,,32.00,Monterey,Sunstar Media,CA,939403104,https://docquery.fec.gov/cgi-bin/fecimg/?202409099675395235,,84,F3XN,H4-24775
Admin 2023-2024,X,A,,,"{'affiliated_committee_name': 'CALIFORNIA REPUBLICAN PARTY (FED)', 'candidate_ids': [], 'city': 'SALINAS', 'committee_id': 'C00389981', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2024, 'cycles': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2003-09-02', 'first_file_date': '2003-09-02', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-24', 'last_file_date': '2024-09-09', 'name': 'MONTEREY COUNTY REPUBLICAN CENTRAL COMMITTEE (FED.)', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '414 MAIN STREET', 'street_2': None, 'treasurer_name': 'WILTSCHKO, WILLIAM', 'zip': '93901'}",C00389981,,19.71,Credit Card Fees,ORG,21759.75,2024-08-16,,7.1,1814542,"{'amended_by': None, 'amendment_chain': [1814542], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409099675395201', 'committee_id': 'C00389981', 'committee_name': 'MONTEREY COUNTY REPUBLICAN CENTRAL COMMITTEE (FED.)', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/542/1814542.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409099675395237', 'fec_file_id': 'FEC-1814542', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814542.fec', 'file_number': 1814542, 'filed_date': '2024-09-09', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00389981/1814542/', 'is_amended': False, 'load_timestamp': '2024-09-09T15:48:50', 'most_recent': True, 'most_recent_filing': 1814542, 'pdf_url': 'https://docquery.fec.gov/pdf/201/202409099675395201/202409099675395201.pdf', 'receipt_date': '2024-09-09T15:48:47'}",,,202409099675395234,2024-09-09T15:49:00,,,12.61,New Orleans,Anedot,LA,70112,https://docquery.fec.gov/cgi-bin/fecimg/?202409099675395234,,83,F3XN,H4-24746
2024 ADMIN,X,A,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'SAN DIEGO', 'committee_id': 'C00252551', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2024, 'cycles': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1991-07-01', 'first_file_date': '1991-07-01', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-05-07', 'last_file_date': '2024-09-10', 'name': 'REPUBLICAN PARTY OF SAN DIEGO COUNTY', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CA', 'state_full': 'California', 'street_1': '3435 CAMINO DEL RIO SOUTH STE 114', 'street_2': None, 'treasurer_name': 'SPILLANE, ELIZABETH', 'zip': '92108'}",C00252551,,2500.0,ACCOUNTING SERVICES,IND,176822.39,2024-08-16,,900.0,1815524,"{'amended_by': None, 'amendment_chain': [1815524], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409149675461588', 'committee_id': 'C00252551', 'committee_name': 'REPUBLICAN PARTY OF SAN DIEGO COUNTY', 'coverage_end_date': '2024-08-31', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/524/1815524.csv', 'document_description': 'SEPTEMBER MONTHLY 2024', 'ending_image_number': '202409149675461669', 'fec_file_id': 'FEC-1815524', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815524.fec', 'file_number': 1815524, 'filed_date': '2024-09-14', 'form_type': 'F3XN', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00252551/1815524/', 'is_amended': False, 'load_timestamp': '2024-09-14T01:23:01', 'most_recent': True, 'most_recent_filing': 1815524, 'pdf_url': 'https://docquery.fec.gov/pdf/588/202409149675461588/202409149675461588.pdf', 'receipt_date': '2024-09-14T01:22:56'}",,,202409149675461646,2024-09-14T01:23:02,,,1600.00,IMPERIAL BEACH,BILBRAY,CA,91932,https://docquery.fec.gov/cgi-bin/fecimg/?202409149675461646,,156,F3XN,H4-264391
