amendment_indicator,back_reference_schedule_name,back_reference_transaction_id,candidate_first_name,candidate_id,candidate_middle_name,candidate_name,candidate_office,candidate_office_district,candidate_office_state,candidate_party,candidate_prefix,candidate_suffix,category_code,committee,committee_id,dissemination_date,entity_type,expenditure_amount,expenditure_date,expenditure_description,file_number,filer_first_name,filer_last_name,filer_middle_name,filer_prefix,filer_suffix,filing,filing_form,image_number,is_notice,line_number,load_timestamp,memo_code,memo_text,most_recent,notary_sign_date,office_total_ytd,payee_city,payee_first_name,payee_last_name,payee_middle_name,payee_name,payee_prefix,payee_state,payee_street_1,payee_street_2,payee_suffix,payee_zip,pdf_url,related_line_number,report_type,support_oppose_indicator,transaction_id
A,,,Donald,H6NE02125,,Bacon,H,02,NE,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,30333,,Digital Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430097,True,24,2024-09-12T22:16:46,,,True,,479547.88,Washington,,Wavelength Strategy LLC,,"Wavelength Strategy LLC,",,DC,712 H St NE,Unit 526,,200023627,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430097,78,F24N,O,500528339
A,,,Laurie,H4NC01137,,Buckhout,H,01,NC,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,42022,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430059,True,24,2024-09-12T22:16:46,,,True,,559704.67,Washington,,"4C Partners, LLC",,"4C Partners, LLC,",,DC,718 7th St NW,Ste 300,,200013783,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430059,2,F24N,O,500528245
A,,,Stella Yvette,H8NM02156,,Herrell,H,02,NM,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,20324,,Digital Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430070,True,24,2024-09-12T22:16:46,,,True,,576558.03,San Antonio,,"Pescador Public Strategies, LLC",,"Pescador Public Strategies, LLC,",,TX,4007 McCullough Ave,Ste 168,,782122420,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430070,24,F24N,O,500528285
A,,,David,H2CA20094,,Valadao,H,22,CA,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,41563,,Digital Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430060,True,24,2024-09-12T22:16:46,,,True,,420674.25,San Francisco,,50+1 Strategies LLC,,"50+1 Strategies LLC,",,CA,PO Box 358,,,941040358,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430060,5,F24N,O,500528248
A,,,Stella Yvette,H8NM02156,,Herrell,H,02,NM,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,67331,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430068,True,24,2024-09-12T22:16:46,,,True,,576558.03,Washington,,House Majority Forward,,"House Majority Forward,",,DC,1032 15th St NW,Ste 247,,200051502,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430068,21,F24N,O,500528265
A,,,Stella Yvette,H8NM02156,,Herrell,H,02,NM,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,5324,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430069,True,24,2024-09-12T22:16:46,,,True,,576558.03,San Antonio,,"Pescador Public Strategies, LLC",,"Pescador Public Strategies, LLC,",,TX,4007 McCullough Ave,Ste 168,,782122420,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430069,23,F24N,O,500528284
A,,,John,H2CA13131,,Duarte,H,13,CA,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,126333,,Digital Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430080,True,24,2024-09-12T22:16:46,,,True,,868166.16,Berkeley,,Trilogy Interactive LLC,,"Trilogy Interactive LLC,",,CA,2052 University Ave,Ste 600,,947041006,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430080,44,F24N,O,500528343
A,,,Laurie,H4NC01137,,Buckhout,H,01,NC,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,59203,,Digital Advertising - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430096,True,24,2024-09-12T22:16:46,,,True,,559704.67,Washington,,Wavelength Strategy LLC,,"Wavelength Strategy LLC,",,DC,712 H St NE,Unit 526,,200023627,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430096,76,F24N,O,500528337
A,,,Juan,H2AZ02360,,Ciscomani,H,06,AZ,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,13476,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430065,True,24,2024-09-12T22:16:46,,,True,,434462.26,Washington,,Dixon Davis Media Group LLC,,"Dixon Davis Media Group LLC,",,DC,1028 33rd St NW,Ste 300,,200073571,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430065,14,F24N,O,500528259
A,,,Juan,H2AZ02360,,Ciscomani,H,06,AZ,REP,,,,"{'affiliated_committee_name': 'MINNESOTA SECOND DISTRICT VICTORY COMMITTEE', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00495028', 'committee_type': 'W', 'committee_type_full': 'Hybrid PAC (with Non-Contribution Account) - Qualified', 'cycle': 2024, 'cycles': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2011-04-08', 'first_file_date': '2011-04-08', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-08-20', 'last_file_date': '2024-09-12', 'name': 'HMP', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '1032 15TH STREET NW', 'street_2': 'SUITE 247', 'treasurer_name': 'WOLFF, BRIAN', 'zip': '20005'}",C00495028,2024-09-10,ORG,47659,,Media Production - Estimate,1815285,Wolff,Brian,,,,"{'amended_by': None, 'amendment_chain': [1815285], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409129675430059', 'committee_id': 'C00495028', 'committee_name': 'HMP', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/285/1815285.csv', 'ending_image_number': '202409129675430098', 'fec_file_id': 'FEC-1815285', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1815285.fec', 'file_number': 1815285, 'filed_date': '2024-09-12', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00495028/1815285/', 'is_amended': False, 'load_timestamp': '2024-09-12T22:16:46', 'most_recent': True, 'most_recent_filing': 1815285, 'pdf_url': 'https://docquery.fec.gov/pdf/059/202409129675430059/202409129675430059.pdf', 'receipt_date': '2024-09-12T22:16:43'}",F24,202409129675430064,True,24,2024-09-12T22:16:46,,,True,,434462.26,Washington,,Dixon Davis Media Group LLC,,"Dixon Davis Media Group LLC,",,DC,1028 33rd St NW,Ste 300,,200073571,https://docquery.fec.gov/cgi-bin/fecimg/?202409129675430064,13,F24N,O,500528258
A,,,Carol,H8WV03097,,Miller,H,01,WV,REP,Rep.,,,"{'affiliated_committee_name': 'NATIONAL ASSOCIATION OF REALTORS', 'candidate_ids': [], 'city': 'CHICAGO', 'committee_id': 'C00030718', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2024, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'B', 'designation_full': 'Lobbyist/Registrant PAC', 'filing_frequency': 'M', 'first_f1_date': '1975-03-11', 'first_file_date': '1975-03-11', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-01-09', 'last_file_date': '2024-08-19', 'name': 'NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'UNK', 'party_full': 'UNKNOWN', 'state': 'IL', 'state_full': 'Illinois', 'street_1': '430 NORTH MICHIGAN AVENUE', 'street_2': None, 'treasurer_name': 'HRABCAK, GREGORY J MR.', 'zip': '606114011'}",C00030718,2024-05-01,ORG,10676,,Online digital ad buy & production costs,1780526,Hrabcak,Gregory,J,Mr.,,"{'amended_by': None, 'amendment_chain': [1780526], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202405019636875483', 'committee_id': 'C00030718', 'committee_name': 'NATIONAL ASSOCIATION OF REALTORS POLITICAL ACTION COMMITTEE', 'coverage_end_date': None, 'coverage_start_date': None, 'csv_url': 'https://docquery.fec.gov/csv/526/1780526.csv', 'ending_image_number': '202405019636875484', 'fec_file_id': 'FEC-1780526', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1780526.fec', 'file_number': 1780526, 'filed_date': '2024-05-01', 'form_type': 'F24N', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00030718/1780526/', 'is_amended': False, 'load_timestamp': '2024-05-01T15:09:13', 'most_recent': True, 'most_recent_filing': 1780526, 'pdf_url': 'https://docquery.fec.gov/pdf/483/202405019636875483/202405019636875483.pdf', 'receipt_date': '2024-05-01T15:09:10'}",F24,202405019636875483,True,24,2024-05-01T15:09:13,,,True,,11636.88,Arlington,,The Lukens Company,,"The Lukens Company,",,VA,2800 S Shirlington Rd,Fl 9,,222063601,https://docquery.fec.gov/cgi-bin/fecimg/?202405019636875483,3,F24N,S,E19CC0CFBBCE9431E986
