activity_or_event,administrative_activity_indicator,administrative_voter_drive_activity_indicator,committee,committee_id,cycle,direct_candidate_support_activity_indicator,disbursement_amount,disbursement_purpose,event_amount_year_to_date,event_purpose_date,exempt_activity_indicator,federal_share,file_number,filing_form,form_line_number,fundraising_activity_indicator,general_voter_drive_activity_indicator,image_number,line_number,link_id,memo_code,memo_text,nonfederal_share,original_sub_id,payee_city,payee_name,payee_state,payee_street_1,payee_street_2,payee_zip,pdf_url,public_comm_indicator,report_type,report_year,schedule_type,schedule_type_full,spender_committee_designation,spender_committee_name,spender_committee_type,sub_id,transaction_id
ADMIN,X,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': [], 'city': 'Burbank', 'committee_id': 'C00401711', 'committee_type': 'N', 'committee_type_full': 'PAC - Nonqualified', 'cycle': 2008, 'cycles': [2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_activity': [2004, 2006, 2008, 2010, 2012, 2014, 2016], 'cycles_has_financial': [2004, 2006, 2008, 2010, 2012, 2014, 2016], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '2004-06-02', 'first_file_date': '2004-06-02', 'is_active': True, 'last_cycle_has_activity': 2016, 'last_cycle_has_financial': 2016, 'last_f1_date': '2012-01-31', 'last_file_date': '2016-12-20', 'name': 'STONEWALL YOUNG DEMOCRATS', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1212 S Victory Bl', 'street_2': None, 'treasurer_name': 'Durkee, Kinde', 'zip': '91502'}",C00401711,2008,,147.13,MEETING FOOD,2887.77,,,73.57,316131.0,F3X,F3X-21A,,,28990069836,21A,4012120081083612897,X,,73.6,,BELLFLOWER,SMART & FINAL,CA,9535 E ALONDRA,,90706,https://docquery.fec.gov/cgi-bin/fecimg/?28990069836,,YE,2007,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,STONEWALL YOUNG DEMOCRATS,N,4020120081083903704,H4S00000000000015906
HOLIDAY STREET FAIR DEC 2,,,"{'affiliated_committee_name': 'DEMOCRATIC STATE CENTRAL COMMITTEE OF CA - FEDERAL', 'candidate_ids': [], 'city': 'VENTURA', 'committee_id': 'C00429563', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2008, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2006-10-12', 'first_file_date': '2006-10-12', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-07', 'last_file_date': '2024-08-20', 'name': 'VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1273 SAN SIMEON COURT #7', 'street_2': None, 'treasurer_name': 'LINDA MCKENNA', 'zip': '93003'}",C00429563,2008,,8.95,POSTAGE,1685.38,,,4.48,318042.0,F3X,F3X-21A,X,,28930153740,21A,4012920081083703789,X,,4.5,,LOS ANGELES,US POSTMASTER,CA,5800 W CENTURY BLVD,,90009,https://docquery.fec.gov/cgi-bin/fecimg/?28930153740,,YE,2007,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE,Y,4013020081083752382,H4S00000000000015044
HOLIDAY STREET FAIR DEC 2,,,"{'affiliated_committee_name': 'DEMOCRATIC STATE CENTRAL COMMITTEE OF CA - FEDERAL', 'candidate_ids': [], 'city': 'VENTURA', 'committee_id': 'C00429563', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2008, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2006-10-12', 'first_file_date': '2006-10-12', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-07', 'last_file_date': '2024-08-20', 'name': 'VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1273 SAN SIMEON COURT #7', 'street_2': None, 'treasurer_name': 'LINDA MCKENNA', 'zip': '93003'}",C00429563,2008,,64.34,EVENT SUPPLIES,1685.38,,,32.17,318042.0,F3X,F3X-21A,X,,28930153739,21A,4012920081083703789,X,,32.2,,SALT LAKE CITY,OFFICE MAX,UT,DEPT. 58-4200085196,PO BOX 30292,84130,https://docquery.fec.gov/cgi-bin/fecimg/?28930153739,,YE,2007,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE,Y,4013020081083752381,H4S00000000000015043
LABOR DAY EVENT 2007,,,"{'affiliated_committee_name': 'DEMOCRATIC STATE CENTRAL COMMITTEE OF CA - FEDERAL', 'candidate_ids': [], 'city': 'VENTURA', 'committee_id': 'C00429563', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2008, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2006-10-12', 'first_file_date': '2006-10-12', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-07', 'last_file_date': '2024-08-20', 'name': 'VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1273 SAN SIMEON COURT #7', 'street_2': None, 'treasurer_name': 'LINDA MCKENNA', 'zip': '93003'}",C00429563,2008,,14.96,EVENT FOOD,2984.76,,,7.48,318042.0,F3X,F3X-21A,X,,28930153736,21A,4012920081083703789,X,,7.5,,BELLFLOWER,SMART & FINAL,CA,9535 E ALONDRA,,90706,https://docquery.fec.gov/cgi-bin/fecimg/?28930153736,,YE,2007,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE,Y,4013020081083752371,H4S00000000000016539
LABOR DAY EVENT 2007,,,"{'affiliated_committee_name': 'DEMOCRATIC STATE CENTRAL COMMITTEE OF CA - FEDERAL', 'candidate_ids': [], 'city': 'VENTURA', 'committee_id': 'C00429563', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2008, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2006-10-12', 'first_file_date': '2006-10-12', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-07', 'last_file_date': '2024-08-20', 'name': 'VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1273 SAN SIMEON COURT #7', 'street_2': None, 'treasurer_name': 'LINDA MCKENNA', 'zip': '93003'}",C00429563,2008,,11.9,ICE,2984.76,,,5.95,318042.0,F3X,F3X-21A,X,,28930153736,21A,4012920081083703789,X,,6.0,,PASADENA,RALPHS,CA,320 W COLORADO BL,,91105,https://docquery.fec.gov/cgi-bin/fecimg/?28930153736,,YE,2007,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE,Y,4013020081083752370,H4S00000000000016540
LABOR DAY EVENT 2007,,,"{'affiliated_committee_name': 'DEMOCRATIC STATE CENTRAL COMMITTEE OF CA - FEDERAL', 'candidate_ids': [], 'city': 'VENTURA', 'committee_id': 'C00429563', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2008, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2006-10-12', 'first_file_date': '2006-10-12', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-07', 'last_file_date': '2024-08-20', 'name': 'VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1273 SAN SIMEON COURT #7', 'street_2': None, 'treasurer_name': 'LINDA MCKENNA', 'zip': '93003'}",C00429563,2008,,23.49,ICE,2984.76,,,11.74,318042.0,F3X,F3X-21A,X,,28930153735,21A,4012920081083703789,X,,11.8,,BELLFLOWER,SMART & FINAL,CA,9535 E ALONDRA,,90706,https://docquery.fec.gov/cgi-bin/fecimg/?28930153735,,YE,2007,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE,Y,4013020081083752367,H4S00000000000016538
LABOR DAY EVENT 2007,,,"{'affiliated_committee_name': 'DEMOCRATIC STATE CENTRAL COMMITTEE OF CA - FEDERAL', 'candidate_ids': [], 'city': 'VENTURA', 'committee_id': 'C00429563', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2008, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2006-10-12', 'first_file_date': '2006-10-12', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-07', 'last_file_date': '2024-08-20', 'name': 'VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1273 SAN SIMEON COURT #7', 'street_2': None, 'treasurer_name': 'LINDA MCKENNA', 'zip': '93003'}",C00429563,2008,,21.41,WINE,2984.76,,,10.71,318042.0,F3X,F3X-21A,X,,28930153734,21A,4012920081083703789,X,,10.7,,REDONDO BEACH,TRADER JOE'S,CA,1761 S ELENA AV,,90277,https://docquery.fec.gov/cgi-bin/fecimg/?28930153734,,YE,2007,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE,Y,4013020081083752365,H4S00000000000016537
RAINBOW EVENT 2007,,,"{'affiliated_committee_name': 'DEMOCRATIC STATE CENTRAL COMMITTEE OF CA - FEDERAL', 'candidate_ids': [], 'city': 'VENTURA', 'committee_id': 'C00429563', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2008, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2006-10-12', 'first_file_date': '2006-10-12', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-07', 'last_file_date': '2024-08-20', 'name': 'VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1273 SAN SIMEON COURT #7', 'street_2': None, 'treasurer_name': 'LINDA MCKENNA', 'zip': '93003'}",C00429563,2008,,88.5,EVENT FOOD,948.18,,,44.25,318042.0,F3X,F3X-21A,X,,28930153731,21A,4012920081083703789,X,,44.3,,OXNARD,VONS,CA,2101 N ROSE AVE,,93036,https://docquery.fec.gov/cgi-bin/fecimg/?28930153731,,YE,2007,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE,Y,4013020081083752356,H4S00000000000013539
HOLIDAY STREET FAIR DEC 2,,,"{'affiliated_committee_name': 'DEMOCRATIC STATE CENTRAL COMMITTEE OF CA - FEDERAL', 'candidate_ids': [], 'city': 'VENTURA', 'committee_id': 'C00429563', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2008, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2006-10-12', 'first_file_date': '2006-10-12', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-07', 'last_file_date': '2024-08-20', 'name': 'VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1273 SAN SIMEON COURT #7', 'street_2': None, 'treasurer_name': 'LINDA MCKENNA', 'zip': '93003'}",C00429563,2008,,26.8,MAILING LABELS,1685.38,,,13.4,318042.0,F3X,F3X-21A,X,,28930153730,21A,4012920081083703789,X,,13.4,,BURBANK,COSTCO,CA,1051 W BURBANK BL,,91504,https://docquery.fec.gov/cgi-bin/fecimg/?28930153730,,YE,2007,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE,Y,4013020081083752353,H4S00000000000013527
HOLIDAY STREET FAIR DEC 2,,,"{'affiliated_committee_name': 'DEMOCRATIC STATE CENTRAL COMMITTEE OF CA - FEDERAL', 'candidate_ids': [], 'city': 'VENTURA', 'committee_id': 'C00429563', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2008, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2006-10-12', 'first_file_date': '2006-10-12', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-07', 'last_file_date': '2024-08-20', 'name': 'VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1273 SAN SIMEON COURT #7', 'street_2': None, 'treasurer_name': 'LINDA MCKENNA', 'zip': '93003'}",C00429563,2008,,365.37,EVENT BUTTONS AND TSHIRTS,1685.38,,,182.69,318042.0,F3X,F3X-21A,X,,28930153730,21A,4012920081083703789,X,,182.7,,GREENVILLE,DEMOCRATICSTUFF.COM,OH,1000 PROGRESS ST,,45331,https://docquery.fec.gov/cgi-bin/fecimg/?28930153730,,YE,2007,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE,Y,4013020081083752352,H4S00000000000013526
ADMIN,X,,"{'affiliated_committee_name': 'DEMOCRATIC STATE CENTRAL COMMITTEE OF CA - FEDERAL', 'candidate_ids': [], 'city': 'VENTURA', 'committee_id': 'C00429563', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2008, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2006-10-12', 'first_file_date': '2006-10-12', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-07', 'last_file_date': '2024-08-20', 'name': 'VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1273 SAN SIMEON COURT #7', 'street_2': None, 'treasurer_name': 'LINDA MCKENNA', 'zip': '93003'}",C00429563,2008,,292.26,ENVELOPES,4351.22,,,43.84,318042.0,F3X,F3X-21A,,,28930153728,21A,4012920081083703789,X,,248.4,,VENTURA,MASTER PRINTER,CA,2261 #4 PALMA DR,,93003,https://docquery.fec.gov/cgi-bin/fecimg/?28930153728,,YE,2007,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE,Y,4013020081083752348,H4S00000000000013471
ADMIN,X,,"{'affiliated_committee_name': 'DEMOCRATIC STATE CENTRAL COMMITTEE OF CA - FEDERAL', 'candidate_ids': [], 'city': 'VENTURA', 'committee_id': 'C00429563', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2008, 'cycles': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '2006-10-12', 'first_file_date': '2006-10-12', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-03-07', 'last_file_date': '2024-08-20', 'name': 'VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'CA', 'state_full': 'California', 'street_1': '1273 SAN SIMEON COURT #7', 'street_2': None, 'treasurer_name': 'LINDA MCKENNA', 'zip': '93003'}",C00429563,2008,,141.57,LETTERHEAD,4351.22,,,21.24,318042.0,F3X,F3X-21A,,,28930153728,21A,4012920081083703789,X,,120.3,,OXNARD,1ST IMPRESSION,CA,1325 GONZALES RD,,93030,https://docquery.fec.gov/cgi-bin/fecimg/?28930153728,,YE,2007,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,VENTURA COUNTY DEMOCRATIC CENTRAL COMMITTEE,Y,4013020081083752346,H4S00000000000013472
,,Y,"{'affiliated_committee_name': 'OKLAHOMA REPUBLICAN PARTY', 'candidate_ids': [], 'city': 'OKLAHOMA CITY', 'committee_id': 'C00167213', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2000, 'cycles': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1983-05-13', 'first_file_date': '1983-05-13', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-04-02', 'last_file_date': '2024-08-14', 'name': 'OKLAHOMA LEADERSHIP COUNCIL', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'OK', 'state_full': 'Oklahoma', 'street_1': '4031 N LINCOLN BLVD', 'street_2': None, 'treasurer_name': 'CHERYL WILLIAMS', 'zip': '73105'}",C00167213,2000,N,20.0,TELEPHONE PAGING SERVICE,,,N,5.0,,F3X,F3X-21A,N,,20035862403,21A,3040720021023456956,,,14.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?20035862403,,Q2,2000,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,OKLAHOMA LEADERSHIP COUNCIL,Y,3040720021300190010,
,,Y,"{'affiliated_committee_name': 'WOMEN VOTE 2000!', 'candidate_ids': [], 'city': 'TALLAHASSEE', 'committee_id': 'C00005561', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2000, 'cycles': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1976, 1978, 1980, 1982, 1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1976-07-10', 'first_file_date': '1976-03-23', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-30', 'last_file_date': '2024-09-10', 'name': 'DEMOCRATIC EXECUTIVE COMMITTEE OF FLORIDA', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': '517 N. CALHOUN ST. BOX 1758', 'street_2': '.', 'treasurer_name': 'GEORGE PLATT', 'zip': '32302'}",C00005561,2000,N,9111.0,RENT-FIELD OFFICE,,,N,3006.0,,F3X,F3X-21A,N,,21037302434,21A,3040720021023430583,,,6105.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?21037302434,,Q3,2000,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,DEMOCRATIC EXECUTIVE COMMITTEE OF FLORIDA,Y,3040720021300062258,
,,Y,"{'affiliated_committee_name': 'MAINE DEMOCRATIC PARTY', 'candidate_ids': [], 'city': 'AUGUSTA', 'committee_id': 'C00179408', 'committee_type': 'Y', 'committee_type_full': 'Party - Qualified', 'cycle': 2000, 'cycles': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'Q', 'first_f1_date': '1984-03-19', 'first_file_date': '1984-03-19', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-23', 'last_file_date': '2024-08-20', 'name': 'MAINE DEMOCRATIC STATE COMMITTEE', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'ME', 'state_full': 'Maine', 'street_1': 'PO BOX 5258', 'street_2': 'P.O. BOX 5258', 'treasurer_name': 'JAMES S BOWERS', 'zip': '04332'}",C00179408,2000,N,3970.0,MADE PAID BY MAIL COP AD,,,N,1707.0,,F3X,F3X-21A,N,,21037134276,21A,3040720021023420873,,,2263.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?21037134276,,30G,2000,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,MAINE DEMOCRATIC STATE COMMITTEE,Y,3040720021300057968,
,,Y,"{'affiliated_committee_name': 'WOMEN VOTE 2000!/CA WOMEN VOTE 2000!', 'candidate_ids': [], 'city': 'WASHINGTON', 'committee_id': 'C00193433', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2000, 'cycles': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [1984, 1986, 1988, 1990, 1992, 1994, 1996, 1998, 2000, 2002, 2004, 2006, 2008, 2010, 2012, 2014, 2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'M', 'first_f1_date': '1984-12-31', 'first_file_date': '1984-12-31', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-02-07', 'last_file_date': '2024-08-17', 'name': ""EMILY'S LIST"", 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'DC', 'state_full': 'District Of Columbia', 'street_1': '805 15TH ST NW SUITE 400', 'street_2': None, 'treasurer_name': 'ELLEN R MALCOLM', 'zip': '20005'}",C00193433,2000,N,59.0,SEE DISBURSE SCHEDULE AVD99,,,N,29.0,,F3X,F3X-21A,N,,20035070303,21A,3040720021023433932,,,29.0,,,,,,,,https://docquery.fec.gov/cgi-bin/fecimg/?20035070303,,YE,1999,H4,JOINT FEDERAL/NON-FEDERAL ACTIVITY,U,EMILY'S LIST,Q,3040720021300046735,
