amendment_indicator,back_reference_schedule_name,back_reference_transaction_id,beneficiary_committee_name,candidate_office,candidate_office_district,committee,committee_id,disbursement_amount,disbursement_date,disbursement_description,disbursement_type,entity_type,file_number,filing,image_number,line_number,load_timestamp,memo_code,memo_text,pdf_url,recipient_city,recipient_name,recipient_prefix,recipient_state,recipient_suffix,recipient_zip,related_line_number,report_type,semi_annual_bundled_refund,transaction_id
A,,,,H,17,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL17060'], 'city': 'SARASOTA', 'committee_id': 'C00853721', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-17', 'first_file_date': '2023-10-17', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-08', 'last_file_date': '2024-09-10', 'name': 'MONTAVON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': 'PO BOX 19234', 'street_2': None, 'treasurer_name': 'MONTAVON, MARY', 'zip': '34276'}",C00853721,10000.0,2024-09-04,,,CAN,1814659,"{'amended_by': None, 'amendment_chain': [1814659], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399091', 'committee_id': 'C00853721', 'committee_name': 'MONTAVON FOR CONGRESS', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/659/1814659.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399114', 'fec_file_id': 'FEC-1814659', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814659.fec', 'file_number': 1814659, 'filed_date': '2024-09-10', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00853721/1814659/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:01:34', 'most_recent': True, 'most_recent_filing': 1814659, 'pdf_url': 'https://docquery.fec.gov/pdf/091/202409109675399091/202409109675399091.pdf', 'receipt_date': '2024-09-10T11:01:28'}",202409109675399105,19A,2024-09-10T11:01:38,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399105,Sarasota,Montavon,,FL,,34276,31,F3T,,B-30523
A,,,,,,"{'affiliated_committee_name': 'WAGING PEACE', 'candidate_ids': [], 'city': 'ATHENS', 'committee_id': 'C00657262', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2024, 'cycles': [2018, 2020, 2022, 2024], 'cycles_has_activity': [2018, 2020, 2022, 2024], 'cycles_has_financial': [2018, 2020, 2022, 2024], 'designation': 'D', 'designation_full': 'Leadership PAC', 'filing_frequency': 'M', 'first_f1_date': '2017-10-05', 'first_file_date': '2017-10-05', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-05-13', 'last_file_date': '2024-09-10', 'name': 'GO PAC GO', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'GA', 'state_full': 'Georgia', 'street_1': '824 S MILLEDGE AVE STE 101', 'street_2': None, 'treasurer_name': 'KILGORE, PAUL', 'zip': '30605'}",C00657262,250.0,2024-09-04,PAC SOFTWARE,,ORG,1814680,"{'amended_by': None, 'amendment_chain': [1814680], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399566', 'committee_id': 'C00657262', 'committee_name': 'GO PAC GO', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-09-01', 'csv_url': 'https://docquery.fec.gov/csv/680/1814680.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399572', 'fec_file_id': 'FEC-1814680', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814680.fec', 'file_number': 1814680, 'filed_date': '2024-09-10', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00657262/1814680/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:52:07', 'most_recent': True, 'most_recent_filing': 1814680, 'pdf_url': 'https://docquery.fec.gov/pdf/566/202409109675399566/202409109675399566.pdf', 'receipt_date': '2024-09-10T11:52:03'}",202409109675399571,21B,2024-09-10T11:52:11,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399571,VIENNA,CMDI,,VA,,22182,2,F3XT,,SB21B.I11975
A,,,,,,"{'affiliated_committee_name': 'WAGING PEACE', 'candidate_ids': [], 'city': 'ATHENS', 'committee_id': 'C00657262', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2024, 'cycles': [2018, 2020, 2022, 2024], 'cycles_has_activity': [2018, 2020, 2022, 2024], 'cycles_has_financial': [2018, 2020, 2022, 2024], 'designation': 'D', 'designation_full': 'Leadership PAC', 'filing_frequency': 'M', 'first_f1_date': '2017-10-05', 'first_file_date': '2017-10-05', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-05-13', 'last_file_date': '2024-09-10', 'name': 'GO PAC GO', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'GA', 'state_full': 'Georgia', 'street_1': '824 S MILLEDGE AVE STE 101', 'street_2': None, 'treasurer_name': 'KILGORE, PAUL', 'zip': '30605'}",C00657262,10000.0,2024-09-04,TRANSFER TO AFFILIATED,,PAC,1814680,"{'amended_by': None, 'amendment_chain': [1814680], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399566', 'committee_id': 'C00657262', 'committee_name': 'GO PAC GO', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-09-01', 'csv_url': 'https://docquery.fec.gov/csv/680/1814680.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399572', 'fec_file_id': 'FEC-1814680', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814680.fec', 'file_number': 1814680, 'filed_date': '2024-09-10', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00657262/1814680/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:52:07', 'most_recent': True, 'most_recent_filing': 1814680, 'pdf_url': 'https://docquery.fec.gov/pdf/566/202409109675399566/202409109675399566.pdf', 'receipt_date': '2024-09-10T11:52:03'}",202409109675399572,22,2024-09-10T11:52:11,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399572,ATHENS,WAGING PEACE,,GA,,30605,4,F3XT,,SB22.I11982
A,,,,,,"{'affiliated_committee_name': None, 'candidate_ids': [], 'city': 'ARLINGTON', 'committee_id': 'C00582700', 'committee_type': 'O', 'committee_type_full': 'Super PAC (Independent Expenditure-Only)', 'cycle': 2024, 'cycles': [2016, 2018, 2020, 2022, 2024], 'cycles_has_activity': [2016, 2018, 2020, 2022, 2024], 'cycles_has_financial': [2016, 2018, 2020, 2022, 2024], 'designation': 'U', 'designation_full': 'Unauthorized', 'filing_frequency': 'T', 'first_f1_date': '2015-08-04', 'first_file_date': '2015-08-04', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2016-11-30', 'last_file_date': '2024-09-12', 'name': 'LET AMERICA WORK', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'VA', 'state_full': 'Virginia', 'street_1': 'PO BOX 9891', 'street_2': None, 'treasurer_name': 'OTTENHOFF, BENJAMIN', 'zip': '22219'}",C00582700,26342.14,2024-09-04,CONTRIBUTION,,PAC,1814005,"{'amended_by': None, 'amendment_chain': [1814005], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409059675353867', 'committee_id': 'C00582700', 'committee_name': 'LET AMERICA WORK', 'coverage_end_date': '2024-09-05', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/005/1814005.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409059675353872', 'fec_file_id': 'FEC-1814005', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814005.fec', 'file_number': 1814005, 'filed_date': '2024-09-05', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00582700/1814005/', 'is_amended': False, 'load_timestamp': '2024-09-05T10:17:11', 'most_recent': True, 'most_recent_filing': 1814005, 'pdf_url': 'https://docquery.fec.gov/pdf/867/202409059675353867/202409059675353867.pdf', 'receipt_date': '2024-09-05T10:17:03'}",202409059675353872,23,2024-09-05T10:17:11,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409059675353872,MOUNTAIN BROOK,CONSERVATIVE FUTURE FUND,,AL,,35223,2,F3XT,,SB23.4320
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4MT01058'], 'city': 'HELENA', 'committee_id': 'C00848119', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-08-14', 'first_file_date': '2023-08-14', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-22', 'last_file_date': '2024-09-09', 'name': 'ELSIE ARNTZEN FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'MT', 'state_full': 'Montana', 'street_1': 'PO BOX 5315', 'street_2': None, 'treasurer_name': 'WENETTA, KATIE', 'zip': '59604'}",C00848119,55.0,2024-09-03,Software,,ORG,1814524,"{'amended_by': None, 'amendment_chain': [1814524], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409099675385523', 'committee_id': 'C00848119', 'committee_name': 'ELSIE ARNTZEN FOR CONGRESS', 'coverage_end_date': '2024-09-09', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/524/1814524.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409099675385538', 'fec_file_id': 'FEC-1814524', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814524.fec', 'file_number': 1814524, 'filed_date': '2024-09-09', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00848119/1814524/', 'is_amended': False, 'load_timestamp': '2024-09-09T14:54:05', 'most_recent': True, 'most_recent_filing': 1814524, 'pdf_url': 'https://docquery.fec.gov/pdf/523/202409099675385523/202409099675385523.pdf', 'receipt_date': '2024-09-09T14:54:00'}",202409099675385531,17,2024-09-09T14:54:10,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409099675385531,Tucson,Intuit,,AZ,,85706,10,F3T,,B-35594
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL17060'], 'city': 'SARASOTA', 'committee_id': 'C00853721', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-17', 'first_file_date': '2023-10-17', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-07-08', 'last_file_date': '2024-09-10', 'name': 'MONTAVON FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': 'PO BOX 19234', 'street_2': None, 'treasurer_name': 'MONTAVON, MARY', 'zip': '34276'}",C00853721,250.0,2024-09-03,reporting software,,ORG,1814659,"{'amended_by': None, 'amendment_chain': [1814659], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399091', 'committee_id': 'C00853721', 'committee_name': 'MONTAVON FOR CONGRESS', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/659/1814659.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399114', 'fec_file_id': 'FEC-1814659', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814659.fec', 'file_number': 1814659, 'filed_date': '2024-09-10', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00853721/1814659/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:01:34', 'most_recent': True, 'most_recent_filing': 1814659, 'pdf_url': 'https://docquery.fec.gov/pdf/091/202409109675399091/202409109675399091.pdf', 'receipt_date': '2024-09-10T11:01:28'}",202409109675399099,17,2024-09-10T11:01:38,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399099,San Diego,Integrated Solutions: Political,,CA,,92116,16,F3T,,B-30524
A,,,,,,"{'affiliated_committee_name': 'WAGING PEACE', 'candidate_ids': [], 'city': 'ATHENS', 'committee_id': 'C00657262', 'committee_type': 'Q', 'committee_type_full': 'PAC - Qualified', 'cycle': 2024, 'cycles': [2018, 2020, 2022, 2024], 'cycles_has_activity': [2018, 2020, 2022, 2024], 'cycles_has_financial': [2018, 2020, 2022, 2024], 'designation': 'D', 'designation_full': 'Leadership PAC', 'filing_frequency': 'M', 'first_f1_date': '2017-10-05', 'first_file_date': '2017-10-05', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-05-13', 'last_file_date': '2024-09-10', 'name': 'GO PAC GO', 'organization_type': None, 'organization_type_full': None, 'party': None, 'party_full': None, 'state': 'GA', 'state_full': 'Georgia', 'street_1': '824 S MILLEDGE AVE STE 101', 'street_2': None, 'treasurer_name': 'KILGORE, PAUL', 'zip': '30605'}",C00657262,57.6,2024-09-03,PAC ADVERTISING,,ORG,1814680,"{'amended_by': None, 'amendment_chain': [1814680], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409109675399566', 'committee_id': 'C00657262', 'committee_name': 'GO PAC GO', 'coverage_end_date': '2024-09-30', 'coverage_start_date': '2024-09-01', 'csv_url': 'https://docquery.fec.gov/csv/680/1814680.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409109675399572', 'fec_file_id': 'FEC-1814680', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814680.fec', 'file_number': 1814680, 'filed_date': '2024-09-10', 'form_type': 'F3XT', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00657262/1814680/', 'is_amended': False, 'load_timestamp': '2024-09-10T11:52:07', 'most_recent': True, 'most_recent_filing': 1814680, 'pdf_url': 'https://docquery.fec.gov/pdf/566/202409109675399566/202409109675399566.pdf', 'receipt_date': '2024-09-10T11:52:03'}",202409109675399571,21B,2024-09-10T11:52:11,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409109675399571,MOUNTAIN VIEW,GOOGLE,,CA,,94043,3,F3XT,,SB21B.I11974
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4FL08135'], 'city': 'VERO BEACH', 'committee_id': 'C00854992', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2023-10-30', 'first_file_date': '2023-10-30', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2023-10-30', 'last_file_date': '2024-09-13', 'name': 'BABITS FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'FL', 'state_full': 'Florida', 'street_1': '60 MARINER BEACH LN', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '32963'}",C00854992,5000.0,2024-09-03,PRINTING,,ORG,1814882,"{'amended_by': None, 'amendment_chain': [1814882], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675417872', 'committee_id': 'C00854992', 'committee_name': 'BABITS FOR CONGRESS', 'coverage_end_date': '2024-09-11', 'coverage_start_date': '2024-08-01', 'csv_url': 'https://docquery.fec.gov/csv/882/1814882.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675417881', 'fec_file_id': 'FEC-1814882', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814882.fec', 'file_number': 1814882, 'filed_date': '2024-09-11', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00854992/1814882/', 'is_amended': False, 'load_timestamp': '2024-09-11T13:08:54', 'most_recent': True, 'most_recent_filing': 1814882, 'pdf_url': 'https://docquery.fec.gov/pdf/872/202409119675417872/202409119675417872.pdf', 'receipt_date': '2024-09-11T13:08:48'}",202409119675417877,17,2024-09-11T13:08:55,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675417877,HERNDON,STATESMEN STRATEGY GROUP,,VA,,20170,7,F3T,,BC6C89171605146CD896
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4GA03068'], 'city': 'CARROLLTON', 'committee_id': 'C00864165', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2024-01-03', 'first_file_date': '2024-01-03', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-01-03', 'last_file_date': '2024-09-11', 'name': 'MIKE DUGAN FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'GA', 'state_full': 'Georgia', 'street_1': '1325 SOUTH PARK STREET', 'street_2': 'NO. 1107', 'treasurer_name': 'THOMPSON, RICK', 'zip': '30117'}",C00864165,145.0,2024-09-03,COMPLIANCE CONSULTING TREASURY DISCLOSURE REPORTING,,ORG,1814948,"{'amended_by': None, 'amendment_chain': [1814948], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675419266', 'committee_id': 'C00864165', 'committee_name': 'MIKE DUGAN FOR CONGRESS', 'coverage_end_date': '2024-09-05', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/948/1814948.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675419279', 'fec_file_id': 'FEC-1814948', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814948.fec', 'file_number': 1814948, 'filed_date': '2024-09-11', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00864165/1814948/', 'is_amended': False, 'load_timestamp': '2024-09-11T16:34:52', 'most_recent': True, 'most_recent_filing': 1814948, 'pdf_url': 'https://docquery.fec.gov/pdf/266/202409119675419266/202409119675419266.pdf', 'receipt_date': '2024-09-11T16:34:46'}",202409119675419276,17,2024-09-11T16:34:52,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675419276,ROSWELL,FRONTRUNNER,,GA,,30077,19,F3T,,D47JZ9378E84JZQPHB8S
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4GA03068'], 'city': 'CARROLLTON', 'committee_id': 'C00864165', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'Q', 'first_f1_date': '2024-01-03', 'first_file_date': '2024-01-03', 'is_active': True, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-01-03', 'last_file_date': '2024-09-11', 'name': 'MIKE DUGAN FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'GA', 'state_full': 'Georgia', 'street_1': '1325 SOUTH PARK STREET', 'street_2': 'NO. 1107', 'treasurer_name': 'THOMPSON, RICK', 'zip': '30117'}",C00864165,900.0,2024-09-03,COMPLIANCE CONSULTING TREASURY DISCLOSURE REPORTING,,ORG,1814948,"{'amended_by': None, 'amendment_chain': [1814948], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409119675419266', 'committee_id': 'C00864165', 'committee_name': 'MIKE DUGAN FOR CONGRESS', 'coverage_end_date': '2024-09-05', 'coverage_start_date': '2024-07-01', 'csv_url': 'https://docquery.fec.gov/csv/948/1814948.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409119675419279', 'fec_file_id': 'FEC-1814948', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814948.fec', 'file_number': 1814948, 'filed_date': '2024-09-11', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00864165/1814948/', 'is_amended': False, 'load_timestamp': '2024-09-11T16:34:52', 'most_recent': True, 'most_recent_filing': 1814948, 'pdf_url': 'https://docquery.fec.gov/pdf/266/202409119675419266/202409119675419266.pdf', 'receipt_date': '2024-09-11T16:34:46'}",202409119675419276,17,2024-09-11T16:34:52,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409119675419276,ROSWELL,FRONTRUNNER,,GA,,30077,20,F3T,,D9JZ3T2DBKJQX4RZJ5BJ
A,,,,,,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['S4CT00179'], 'city': 'BEACON FALLS', 'committee_id': 'C00868356', 'committee_type': 'S', 'committee_type_full': 'Senate', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2024-02-05', 'first_file_date': '2024-02-05', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-02-05', 'last_file_date': '2024-09-09', 'name': 'GERRY SMITH FOR SENATE', 'organization_type': None, 'organization_type_full': None, 'party': 'REP', 'party_full': 'REPUBLICAN PARTY', 'state': 'CT', 'state_full': 'Connecticut', 'street_1': '163 LASKY ROAD', 'street_2': None, 'treasurer_name': 'DATWYLER, THOMAS', 'zip': '06403'}",C00868356,64.8,2024-09-02,WEB ADS,,ORG,1814062,"{'amended_by': None, 'amendment_chain': [1814062], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409059675356312', 'committee_id': 'C00868356', 'committee_name': 'GERRY SMITH FOR SENATE', 'coverage_end_date': '2024-09-05', 'coverage_start_date': '2024-07-26', 'csv_url': 'https://docquery.fec.gov/csv/062/1814062.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409059675356324', 'fec_file_id': 'FEC-1814062', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1814062.fec', 'file_number': 1814062, 'filed_date': '2024-09-05', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00868356/1814062/', 'is_amended': False, 'load_timestamp': '2024-09-05T14:02:44', 'most_recent': True, 'most_recent_filing': 1814062, 'pdf_url': 'https://docquery.fec.gov/pdf/312/202409059675356312/202409059675356312.pdf', 'receipt_date': '2024-09-05T14:02:40'}",202409059675356320,17,2024-09-05T14:02:47,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409059675356320,MOUNTAIN VIEW,GOOGLE,,CA,,940431351,14,F3T,,B77EC076603AD4692B62
A,,,Mike McCaffree for Congress,H,04,"{'affiliated_committee_name': 'NONE', 'candidate_ids': ['H4MO04179'], 'city': 'NEVADA', 'committee_id': 'C00875062', 'committee_type': 'H', 'committee_type_full': 'House', 'cycle': 2024, 'cycles': [2024], 'cycles_has_activity': [2024], 'cycles_has_financial': [2024], 'designation': 'P', 'designation_full': 'Principal campaign committee', 'filing_frequency': 'T', 'first_f1_date': '2024-04-03', 'first_file_date': '2024-04-03', 'is_active': False, 'last_cycle_has_activity': 2024, 'last_cycle_has_financial': 2024, 'last_f1_date': '2024-04-03', 'last_file_date': '2024-09-12', 'name': 'MIKE MCCAFFREE FOR CONGRESS', 'organization_type': None, 'organization_type_full': None, 'party': 'DEM', 'party_full': 'DEMOCRATIC PARTY', 'state': 'MO', 'state_full': 'Missouri', 'street_1': 'P.O. BOX 593', 'street_2': None, 'treasurer_name': 'MCCAFFREE, MIKE', 'zip': '64772'}",C00875062,1098.51,2024-09-01,loan repayment,,CAN,1813628,"{'amended_by': 1813630, 'amendment_chain': [1813628], 'amendment_number': 0, 'amends_file': None, 'beginning_image_number': '202409019675331411', 'committee_id': 'C00875062', 'committee_name': 'MIKE MCCAFFREE FOR CONGRESS', 'coverage_end_date': '2024-09-01', 'coverage_start_date': '2024-07-18', 'csv_url': 'https://docquery.fec.gov/csv/628/1813628.csv', 'document_description': 'TERMINATION REPORT 2024', 'ending_image_number': '202409019675331424', 'fec_file_id': 'FEC-1813628', 'fec_url': 'https://docquery.fec.gov/dcdev/posted/1813628.fec', 'file_number': 1813628, 'filed_date': '2024-09-01', 'form_type': 'F3T', 'html_url': 'https://docquery.fec.gov/cgi-bin/forms/C00875062/1813628/', 'is_amended': True, 'load_timestamp': '2024-09-01T16:35:53', 'most_recent': False, 'most_recent_filing': 1813630, 'pdf_url': 'https://docquery.fec.gov/pdf/411/202409019675331411/202409019675331411.pdf', 'receipt_date': '2024-09-01T16:35:50'}",202409019675331416,19A,2024-09-01T16:35:56,,,https://docquery.fec.gov/cgi-bin/fecimg/?202409019675331416,Nevada,McCaffree,,MO,,64772,3,F3T,,SB19A.4279
